transaction_id,customer_id,transaction_date,amount,category,merchant,state
18664,2201,2022-07-04,563.38,Travel,Shell,AZ
18665,4628,2023-01-31,123.68,Groceries,Amazon,NC
18666,3015,2022-11-09,797.24,Online,Shell,TX
18667,3472,2024-12-30,437.16,Groceries,Target,FL
18668,4951,2023-12-11,253.43,Travel,Amazon,NC
18669,469,2023-07-19,486.17,Groceries,Amazon,CA
18670,1345,2023-04-07,76.63,Gas,Delta,TX
18671,879,2024-05-21,46.99,Gas,Shell,FL
18672,4463,2024-03-31,431.98,Retail,Amazon,FL
18673,3910,2022-04-25,147.57,Travel,Uber,WA
18674,3808,2024-05-13,62.68,Gas,Target,NC
18675,4737,2023-01-18,504.2,Gas,Target,CA
18676,4958,2022-04-21,361.9,Online,Shell,CA
18677,2942,2023-11-10,400.18,Retail,Uber,MA
18678,3346,2023-09-05,612.65,Retail,Shell,WA
18679,589,2023-03-08,552.02,Online,Delta,CA
18680,3884,2024-02-29,645.36,Travel,Uber,GA
18681,1330,2022-12-18,75.3,Retail,Target,MA
18682,92,2022-05-03,70.39,Travel,Uber,FL
18683,458,2023-12-02,463.8,Retail,Amazon,WA
18684,3342,2024-04-27,738.7,Travel,Walmart,WA
18685,1885,2024-08-19,598.21,Groceries,Amazon,WA
18686,3122,2022-12-03,562.57,Online,Shell,AZ
18687,2040,2024-02-10,286.43,Online,Delta,NC
18688,1404,2022-10-06,457.47,Online,Delta,WA
18689,3704,2024-05-18,558.44,Travel,Uber,WA
18690,4483,2022-04-19,406.78,Travel,Amazon,IL
18691,1982,2024-04-19,188.35,Retail,Uber,AZ
18692,1793,2023-08-03,544.73,Gas,Walmart,MA
18693,4467,2022-11-23,414.61,Gas,Amazon,TX
18694,2232,2023-10-10,203.71,Dining,Amazon,GA
18695,772,2022-03-03,424.58,Online,Delta,GA
18696,205,2022-06-20,277.58,Gas,Walmart,IL
18697,2220,2022-05-01,58.06,Gas,Walmart,NC
18698,4921,2023-04-29,380.51,Online,Delta,NY
18699,222,2022-09-20,775.21,Groceries,Shell,CA
18700,1192,2022-05-18,203.08,Travel,Amazon,GA
18701,3316,2023-05-31,355.6,Groceries,Walmart,IL
18702,3290,2022-07-20,658.05,Groceries,Target,IL
18703,1599,2022-04-12,760.11,Dining,Walmart,GA
18704,1909,2024-10-05,49.43,Online,Delta,MA
18705,4263,2022-01-19,601.0,Groceries,Walmart,WA
18706,1543,2023-01-01,260.9,Groceries,Walmart,CA
18707,142,2023-10-03,90.34,Groceries,Delta,NC
18708,90,2024-05-30,605.81,Groceries,Delta,MA
18709,3986,2024-08-06,379.42,Retail,Shell,GA
18710,4407,2022-05-29,169.63,Dining,Target,NC
18711,2264,2023-05-12,575.36,Dining,Amazon,NY
18712,3513,2024-01-20,180.77,Retail,Target,NY
18713,3707,2022-01-07,505.24,Retail,Target,TX
18714,1210,2022-11-29,270.74,Online,Amazon,CA
18715,4979,2024-11-12,185.41,Groceries,Amazon,TX
18716,3225,2024-09-08,36.56,Gas,Delta,NC
18717,4857,2022-03-31,129.36,Groceries,Uber,IL
18718,1360,2023-08-06,748.02,Online,Walmart,NY
18719,1539,2024-12-25,363.25,Retail,Target,IL
18720,149,2022-02-22,676.78,Gas,Delta,GA
18721,4811,2023-02-07,609.63,Online,Walmart,CA
18722,1426,2023-12-05,555.24,Retail,Uber,MA
18723,1718,2022-05-22,590.82,Online,Uber,IL
18724,1355,2024-11-14,138.29,Groceries,Uber,NY
18725,2406,2024-02-01,201.06,Travel,Amazon,NC
18726,2636,2022-02-02,623.9,Travel,Delta,MA
18727,2364,2023-11-19,535.99,Retail,Walmart,CA
18728,2933,2024-05-25,650.25,Groceries,Amazon,FL
18729,3108,2022-05-29,550.19,Dining,Shell,AZ
18730,1502,2024-04-06,629.5,Retail,Shell,NC
18731,1452,2023-06-10,468.28,Gas,Shell,AZ
18732,450,2024-08-16,654.46,Retail,Target,CA
18733,1836,2023-07-20,262.25,Dining,Shell,FL
18734,4186,2023-11-16,59.02,Gas,Shell,IL
18735,2589,2024-08-03,165.04,Retail,Target,MA
18736,4272,2023-10-03,125.63,Groceries,Uber,TX
18737,1444,2023-05-23,380.52,Travel,Amazon,NY
18738,2949,2022-05-10,724.06,Travel,Amazon,TX
18739,3936,2024-12-31,252.19,Online,Target,FL
18740,3710,2024-02-06,416.05,Travel,Uber,NC
18741,3243,2023-10-15,652.98,Gas,Shell,GA
18742,1290,2024-09-24,697.52,Travel,Uber,NC
18743,504,2023-02-07,226.18,Retail,Walmart,MA
18744,3098,2023-05-29,421.03,Travel,Delta,NY
18745,2148,2023-04-24,208.8,Travel,Delta,IL
18746,1466,2024-10-30,338.48,Dining,Walmart,TX
18747,4521,2023-04-16,316.89,Dining,Target,FL
18748,1898,2024-03-08,55.93,Dining,Shell,WA
18749,3717,2024-01-06,26.74,Gas,Uber,IL
18750,651,2024-12-24,496.24,Gas,Target,NY
18751,3263,2022-04-19,141.58,Retail,Target,NC
18752,1211,2022-10-27,122.94,Groceries,Shell,IL
18753,2188,2024-12-01,289.74,Gas,Amazon,NC
18754,3821,2023-09-15,188.99,Groceries,Uber,TX
18755,369,2023-02-18,597.65,Online,Uber,MA
18756,2345,2024-07-21,521.17,Online,Shell,CA
18757,3272,2022-01-28,770.09,Retail,Uber,NY
18758,2844,2023-07-17,324.61,Retail,Amazon,TX
18759,3451,2022-08-01,26.09,Dining,Target,TX
18760,3152,2024-02-20,678.25,Travel,Walmart,GA
18761,3519,2022-06-03,102.55,Retail,Amazon,TX
18762,4355,2024-05-21,218.69,Dining,Target,GA
18763,1637,2022-06-07,506.17,Groceries,Delta,NY
18764,3861,2024-07-08,371.97,Gas,Shell,CA
18765,1145,2022-10-21,555.05,Gas,Amazon,CA
18766,3127,2023-03-29,159.06,Groceries,Walmart,MA
18767,18,2024-02-23,470.46,Online,Delta,AZ
18768,1657,2023-09-14,365.96,Dining,Amazon,CA
18769,4206,2022-08-22,471.87,Groceries,Delta,CA
18770,4427,2024-04-02,706.18,Online,Target,NY
18771,1597,2022-06-26,429.1,Dining,Shell,NY
18772,946,2023-10-01,594.04,Groceries,Target,WA
18773,1288,2023-08-15,596.55,Gas,Target,MA
18774,268,2022-02-21,531.34,Travel,Target,GA
18775,435,2024-03-27,389.31,Travel,Target,MA
18776,2036,2022-11-26,7.68,Gas,Walmart,CA
18777,2498,2024-02-24,101.32,Retail,Walmart,MA
18778,3209,2024-04-01,436.77,Retail,Uber,NY
18779,1614,2022-10-23,39.85,Travel,Amazon,FL
18780,719,2024-03-09,41.0,Groceries,Walmart,AZ
18781,3979,2022-12-12,105.27,Gas,Delta,GA
18782,2232,2022-06-03,190.34,Gas,Walmart,FL
18783,3673,2022-08-20,799.7,Travel,Delta,NC
18784,741,2022-11-28,100.66,Travel,Target,IL
18785,805,2023-01-14,220.6,Gas,Amazon,IL
18786,4513,2023-07-22,547.88,Groceries,Amazon,MA
18787,4978,2022-01-30,542.95,Online,Target,GA
18788,4887,2023-05-13,700.45,Groceries,Uber,NY
18789,3772,2023-05-09,490.48,Groceries,Uber,CA
18790,1727,2023-07-18,216.32,Online,Delta,AZ
18791,3513,2024-01-10,195.18,Groceries,Amazon,NC
18792,1099,2023-11-25,664.77,Groceries,Walmart,NY
18793,2622,2023-11-02,82.74,Gas,Uber,NY
18794,3806,2023-12-05,387.29,Online,Walmart,CA
18795,3011,2022-06-27,388.85,Online,Uber,WA
18796,2984,2023-02-16,592.51,Retail,Delta,GA
18797,3705,2024-01-06,796.42,Groceries,Amazon,GA
18798,3384,2023-11-03,399.55,Dining,Shell,GA
18799,1845,2024-09-20,621.45,Online,Shell,MA
18800,3925,2024-03-13,681.96,Travel,Walmart,NC
18801,3100,2024-09-25,32.1,Online,Delta,AZ
18802,4522,2023-03-21,510.42,Retail,Walmart,MA
18803,4979,2022-12-07,708.07,Travel,Amazon,TX
18804,4882,2024-03-10,577.75,Retail,Shell,GA
18805,535,2024-10-28,619.91,Travel,Delta,WA
18806,285,2023-06-19,649.7,Travel,Amazon,IL
18807,2670,2024-09-08,20.43,Online,Amazon,NC
18808,3787,2024-01-05,743.45,Online,Target,AZ
18809,1130,2024-08-07,725.45,Gas,Amazon,GA
18810,504,2023-07-02,483.03,Retail,Uber,WA
18811,4142,2022-11-08,282.32,Gas,Uber,MA
18812,537,2024-08-26,298.36,Travel,Walmart,NC
18813,62,2022-08-15,430.52,Gas,Amazon,AZ
18814,2384,2024-12-18,236.87,Dining,Delta,TX
18815,211,2024-02-08,455.01,Gas,Shell,MA
18816,2448,2023-12-22,496.24,Travel,Walmart,WA
18817,4805,2022-09-06,584.14,Groceries,Target,FL
18818,2395,2022-09-18,57.3,Dining,Amazon,MA
18819,3270,2022-02-27,58.08,Online,Walmart,NC
18820,377,2024-12-16,738.4,Dining,Shell,AZ
18821,1186,2022-03-14,596.88,Groceries,Walmart,FL
18822,3280,2024-05-02,276.9,Groceries,Amazon,MA
18823,3499,2023-06-18,24.65,Retail,Amazon,IL
18824,2848,2022-02-22,489.45,Travel,Delta,GA
18825,787,2023-07-23,202.98,Retail,Uber,MA
18826,733,2024-06-12,51.17,Groceries,Target,TX
18827,3869,2022-04-13,605.27,Online,Amazon,IL
18828,2700,2024-03-29,781.45,Dining,Amazon,CA
18829,4618,2024-07-06,598.99,Dining,Uber,IL
18830,2159,2023-01-05,94.13,Dining,Amazon,MA
18831,3621,2023-10-09,297.35,Retail,Uber,IL
18832,3665,2024-04-11,202.33,Gas,Uber,FL
18833,2656,2024-11-15,302.35,Dining,Uber,AZ
18834,1079,2022-01-25,448.26,Groceries,Amazon,NC
18835,3295,2024-04-16,509.7,Retail,Delta,WA
18836,3647,2024-07-16,250.02,Retail,Shell,AZ
18837,4620,2023-03-28,541.03,Gas,Shell,NC
18838,2194,2023-12-08,549.04,Dining,Shell,AZ
18839,2312,2024-06-13,794.5,Dining,Delta,TX
18840,4564,2023-11-14,387.46,Gas,Amazon,MA
18841,1585,2023-11-17,266.35,Retail,Uber,GA
18842,3007,2022-10-17,686.99,Travel,Uber,FL
18843,4045,2023-08-03,138.71,Dining,Shell,AZ
18844,1211,2022-05-19,360.25,Retail,Delta,TX
18845,3415,2023-05-13,503.1,Travel,Walmart,FL
18846,1987,2024-04-20,118.28,Online,Shell,CA
18847,3171,2024-11-14,48.4,Dining,Target,MA
18848,2727,2023-02-10,320.74,Gas,Uber,NC
18849,1749,2023-03-22,283.16,Gas,Amazon,CA
18850,758,2023-11-08,597.26,Online,Delta,GA
18851,1178,2024-06-24,428.85,Retail,Walmart,IL
18852,919,2024-03-30,23.04,Retail,Target,TX
18853,1120,2023-04-25,735.7,Gas,Amazon,TX
18854,706,2022-10-11,689.37,Groceries,Walmart,AZ
18855,4930,2023-10-05,64.42,Travel,Uber,GA
18856,3431,2022-04-07,207.65,Groceries,Shell,IL
18857,2862,2023-03-29,500.94,Retail,Amazon,NY
18858,4495,2023-01-28,148.44,Dining,Delta,NC
18859,1808,2023-01-21,779.19,Groceries,Amazon,FL
18860,1400,2022-06-14,339.46,Retail,Amazon,FL
18861,2650,2023-06-15,565.13,Retail,Walmart,TX
18862,4424,2024-03-05,411.42,Travel,Shell,TX
18863,1296,2023-03-26,250.11,Retail,Walmart,MA
18864,1621,2023-05-29,559.06,Online,Uber,NC
18865,2443,2023-02-09,382.93,Online,Shell,IL
18866,2596,2023-06-06,510.46,Online,Delta,CA
18867,4173,2024-08-11,317.5,Online,Delta,AZ
18868,1073,2023-09-10,797.89,Dining,Delta,MA
18869,4076,2022-01-17,169.25,Gas,Target,AZ
18870,1450,2022-07-23,150.57,Retail,Shell,TX
18871,3943,2024-10-27,12.5,Online,Delta,FL
18872,1772,2024-10-30,697.08,Retail,Amazon,CA
18873,1018,2024-02-23,129.92,Retail,Amazon,NC
18874,3693,2022-01-13,201.06,Groceries,Amazon,TX
18875,4225,2022-07-08,169.05,Groceries,Target,TX
18876,519,2022-05-24,783.49,Gas,Shell,NY
18877,2352,2022-10-13,683.18,Travel,Amazon,FL
18878,1136,2022-11-24,600.53,Travel,Walmart,AZ
18879,2773,2023-11-26,313.55,Online,Target,NC
18880,912,2024-05-30,10.37,Retail,Walmart,GA
18881,816,2023-03-12,774.44,Retail,Target,TX
18882,974,2024-09-17,166.63,Groceries,Amazon,FL
18883,1963,2022-11-27,57.28,Gas,Uber,TX
18884,2867,2024-12-07,307.33,Travel,Delta,TX
18885,2411,2024-02-14,226.57,Online,Delta,AZ
18886,3103,2024-08-07,755.53,Online,Shell,AZ
18887,1801,2024-11-21,26.68,Gas,Delta,FL
18888,809,2022-11-14,783.18,Groceries,Shell,NC
18889,570,2024-09-04,471.44,Travel,Delta,MA
18890,970,2022-07-08,243.36,Retail,Walmart,TX
18891,4080,2024-04-24,695.16,Travel,Delta,WA
18892,1880,2023-03-16,336.59,Groceries,Delta,AZ
18893,3320,2022-02-03,428.41,Groceries,Uber,GA
18894,4706,2022-04-28,118.44,Online,Walmart,WA
18895,388,2022-01-24,704.85,Groceries,Delta,NY
18896,4855,2024-02-18,703.24,Dining,Target,AZ
18897,2490,2024-09-14,602.57,Gas,Shell,NY
18898,516,2022-05-09,582.17,Gas,Walmart,IL
18899,3845,2022-07-31,164.19,Groceries,Shell,WA
18900,2891,2023-03-29,356.93,Gas,Target,CA
18901,4141,2022-06-10,78.07,Online,Walmart,MA
18902,1443,2024-12-23,475.23,Travel,Delta,AZ
18903,723,2024-10-29,172.86,Travel,Shell,AZ
18904,756,2022-02-01,242.33,Gas,Amazon,IL
18905,2251,2023-09-13,653.43,Groceries,Walmart,MA
18906,1909,2024-06-20,788.17,Retail,Shell,IL
18907,2587,2022-09-02,306.92,Gas,Shell,AZ
18908,386,2022-09-13,636.5,Retail,Delta,FL
18909,3016,2024-01-14,109.94,Retail,Walmart,WA
18910,4456,2022-04-13,425.46,Dining,Walmart,MA
18911,4088,2024-09-11,443.22,Online,Target,NC
18912,1492,2023-06-21,711.13,Gas,Target,MA
18913,1968,2023-09-12,196.91,Retail,Shell,CA
18914,4301,2022-01-27,56.05,Retail,Shell,IL
18915,3319,2023-10-13,283.15,Online,Uber,NC
18916,3039,2022-05-14,598.23,Retail,Target,WA
18917,1073,2022-10-20,41.57,Retail,Shell,WA
18918,4462,2023-12-29,121.16,Groceries,Walmart,NC
18919,2301,2023-12-16,41.07,Groceries,Amazon,FL
18920,769,2022-04-16,399.68,Online,Target,IL
18921,2680,2023-04-22,660.87,Gas,Target,NY
18922,987,2024-08-25,216.87,Groceries,Amazon,IL
18923,4513,2024-06-06,29.99,Dining,Uber,NY
18924,3107,2024-10-30,145.31,Dining,Uber,NY
18925,2360,2023-12-28,71.58,Online,Shell,NC
18926,197,2022-05-26,445.0,Dining,Shell,TX
18927,3045,2024-06-04,402.61,Online,Delta,NC
18928,2308,2024-01-05,199.82,Gas,Target,MA
18929,1390,2023-05-05,674.59,Travel,Uber,GA
18930,3559,2023-12-25,331.61,Groceries,Delta,MA
18931,2582,2022-02-17,775.42,Groceries,Uber,TX
18932,2072,2022-04-13,190.35,Gas,Amazon,FL
18933,2991,2024-09-09,499.93,Gas,Walmart,TX
18934,1670,2022-04-21,637.43,Retail,Amazon,CA
18935,1418,2022-11-18,155.32,Retail,Amazon,NY
18936,2727,2024-02-02,635.64,Gas,Amazon,NC
18937,4133,2024-10-06,708.01,Groceries,Amazon,AZ
18938,2870,2024-07-29,535.84,Online,Walmart,FL
18939,1587,2024-07-25,717.26,Dining,Walmart,FL
18940,4668,2022-12-09,317.01,Groceries,Shell,MA
18941,4403,2023-09-24,324.4,Travel,Delta,CA
18942,4401,2022-10-11,19.65,Online,Shell,FL
18943,2227,2024-02-15,640.19,Retail,Shell,NY
18944,3737,2024-01-07,31.33,Gas,Uber,AZ
18945,932,2024-02-05,214.78,Travel,Target,NY
18946,1543,2024-05-29,498.09,Retail,Walmart,MA
18947,1993,2023-11-27,488.11,Retail,Uber,FL
18948,3707,2024-03-15,386.98,Retail,Delta,CA
18949,4060,2024-07-03,496.04,Dining,Shell,TX
18950,3550,2023-03-19,261.19,Dining,Uber,AZ
18951,3145,2022-09-05,166.94,Groceries,Target,FL
18952,4893,2024-07-19,237.92,Retail,Amazon,WA
18953,1535,2022-04-28,201.81,Online,Target,TX
18954,3137,2022-04-02,346.16,Travel,Target,CA
18955,4843,2024-04-27,607.82,Gas,Walmart,TX
18956,2675,2024-09-10,263.52,Retail,Walmart,NC
18957,4549,2022-03-20,287.86,Gas,Target,NC
18958,4927,2023-11-26,559.46,Retail,Amazon,FL
18959,4854,2023-12-14,731.05,Travel,Amazon,CA
18960,861,2022-07-24,211.94,Groceries,Walmart,WA
18961,1553,2024-03-28,589.84,Travel,Shell,NY
18962,4915,2023-06-25,500.94,Online,Amazon,WA
18963,1393,2024-04-05,419.39,Gas,Target,NY
18964,1880,2022-01-23,20.18,Gas,Target,NC
18965,381,2022-05-13,307.69,Travel,Delta,NY
18966,649,2022-02-28,168.28,Groceries,Delta,GA
18967,4342,2024-02-12,116.45,Retail,Target,GA
18968,3622,2023-03-18,224.03,Groceries,Target,GA
18969,4661,2022-10-09,524.18,Dining,Walmart,MA
18970,3418,2024-08-12,433.07,Dining,Uber,NC
18971,821,2023-09-13,352.37,Travel,Delta,IL
18972,472,2023-07-10,120.33,Travel,Amazon,FL
18973,2017,2023-12-17,623.74,Gas,Shell,WA
18974,122,2022-04-16,387.49,Gas,Target,CA
18975,4877,2022-08-07,517.94,Retail,Uber,IL
18976,2796,2024-07-10,34.27,Travel,Uber,WA
18977,4217,2023-07-10,714.38,Retail,Delta,CA
18978,2187,2023-12-30,416.81,Retail,Walmart,AZ
18979,2135,2022-11-01,282.81,Dining,Target,AZ
18980,2178,2022-04-01,662.4,Groceries,Target,MA
18981,2300,2023-05-11,650.34,Retail,Uber,NC
18982,1384,2023-11-28,179.94,Gas,Walmart,WA
18983,3502,2022-05-14,300.02,Retail,Uber,GA
18984,4143,2023-02-11,486.42,Gas,Shell,NY
18985,1969,2022-12-04,798.88,Dining,Amazon,AZ
18986,3663,2024-10-18,630.23,Dining,Amazon,FL
18987,1834,2024-12-25,44.67,Retail,Target,MA
18988,3948,2022-10-28,590.31,Groceries,Delta,CA
18989,2473,2023-05-31,395.08,Groceries,Uber,NC
18990,4827,2022-04-07,19.55,Gas,Target,FL
18991,4207,2024-08-10,365.01,Travel,Amazon,IL
18992,1251,2022-08-24,265.28,Online,Uber,TX
18993,3111,2022-05-17,87.98,Dining,Target,IL
18994,135,2024-12-07,428.92,Travel,Delta,NC
18995,610,2023-05-15,753.64,Retail,Target,WA
18996,1058,2022-07-14,700.37,Retail,Amazon,NC
18997,3035,2022-10-01,450.59,Online,Walmart,CA
18998,1989,2023-05-17,169.28,Online,Shell,NC
18999,3775,2024-09-30,96.14,Retail,Shell,MA
19000,2247,2022-11-17,548.62,Gas,Target,NC
19001,4656,2024-07-08,316.6,Dining,Walmart,MA
19002,259,2022-06-30,419.91,Retail,Shell,IL
19003,3901,2023-03-02,623.1,Online,Walmart,FL
19004,916,2024-03-31,484.08,Travel,Shell,MA
19005,3943,2024-09-26,66.0,Dining,Shell,NC
19006,238,2023-07-28,788.9,Online,Target,NC
19007,3356,2024-09-21,119.43,Online,Amazon,IL
19008,688,2022-05-20,784.17,Travel,Walmart,IL
19009,1159,2022-02-18,408.61,Retail,Walmart,IL
19010,2130,2023-05-12,671.9,Gas,Target,FL
19011,595,2022-11-20,103.55,Groceries,Amazon,CA
19012,2702,2024-07-07,689.75,Retail,Shell,WA
19013,1751,2022-12-17,107.89,Gas,Uber,MA
19014,403,2022-10-05,712.61,Retail,Shell,IL
19015,822,2023-07-19,356.91,Gas,Uber,AZ
19016,3839,2022-06-03,689.82,Groceries,Delta,FL
19017,2236,2023-03-01,224.18,Dining,Target,AZ
19018,2541,2025-01-01,568.03,Online,Walmart,NY
19019,2303,2022-10-29,620.36,Dining,Amazon,NC
19020,1698,2024-12-17,402.4,Groceries,Walmart,AZ
19021,3929,2023-06-25,692.59,Groceries,Uber,AZ
19022,1614,2024-07-02,547.9,Gas,Amazon,GA
19023,4581,2023-11-02,255.07,Dining,Amazon,NY
19024,3680,2022-01-09,743.98,Online,Shell,MA
19025,3553,2023-04-25,275.23,Retail,Target,FL
19026,2228,2024-02-15,586.13,Retail,Target,CA
19027,3679,2022-03-09,555.65,Retail,Delta,WA
19028,4997,2022-10-29,109.97,Travel,Shell,GA
19029,1465,2022-09-30,345.27,Gas,Target,WA
19030,4740,2023-06-17,461.54,Dining,Walmart,IL
19031,4883,2023-07-14,153.09,Gas,Shell,CA
19032,3101,2024-02-03,84.03,Groceries,Amazon,IL
19033,4114,2023-06-01,439.25,Travel,Walmart,CA
19034,1957,2023-04-23,126.83,Groceries,Delta,AZ
19035,4094,2023-06-02,631.52,Gas,Amazon,CA
19036,4852,2024-01-12,685.02,Online,Delta,WA
19037,687,2024-08-25,79.53,Dining,Amazon,NY
19038,2037,2024-08-01,563.92,Dining,Target,NY
19039,3580,2022-02-15,587.12,Retail,Target,WA
19040,601,2024-10-20,57.65,Online,Shell,TX
19041,1044,2023-09-16,479.07,Dining,Uber,AZ
19042,1380,2023-03-23,499.29,Retail,Shell,NY
19043,4529,2023-10-05,412.04,Travel,Uber,NC
19044,1042,2023-11-02,553.46,Online,Uber,WA
19045,1574,2023-01-14,201.32,Gas,Uber,CA
19046,4472,2023-09-07,212.74,Gas,Target,TX
19047,1364,2023-10-09,739.45,Travel,Delta,AZ
19048,1011,2022-01-16,544.91,Retail,Walmart,CA
19049,4812,2023-08-27,320.61,Dining,Uber,CA
19050,1257,2023-10-17,538.96,Groceries,Delta,CA
19051,1128,2024-02-14,599.85,Gas,Uber,NY
19052,1024,2022-12-21,245.25,Online,Uber,TX
19053,3695,2023-04-24,418.14,Dining,Target,MA
19054,2785,2023-09-02,96.19,Online,Shell,AZ
19055,4317,2023-01-20,482.97,Dining,Delta,TX
19056,1050,2023-12-19,551.92,Gas,Uber,NY
19057,2302,2023-06-15,595.83,Online,Target,WA
19058,4922,2022-07-11,768.59,Online,Amazon,FL
19059,1155,2023-10-04,137.58,Travel,Uber,GA
19060,30,2022-01-23,60.2,Dining,Amazon,MA
19061,787,2023-11-27,754.29,Gas,Walmart,NC
19062,4106,2024-04-28,520.65,Retail,Target,NC
19063,3161,2022-06-08,452.68,Travel,Amazon,NY
19064,1171,2024-10-11,341.5,Travel,Delta,NY
19065,3199,2022-09-25,355.44,Groceries,Delta,TX
19066,2746,2023-09-25,241.1,Gas,Shell,WA
19067,1365,2023-11-06,501.6,Groceries,Target,CA
19068,1542,2024-10-24,17.25,Dining,Walmart,NC
19069,4147,2024-03-06,437.57,Travel,Uber,CA
19070,4494,2024-10-25,51.18,Gas,Amazon,NY
19071,314,2024-10-01,580.57,Online,Delta,TX
19072,2696,2024-11-06,769.9,Travel,Amazon,IL
19073,4610,2022-07-31,152.23,Retail,Delta,CA
19074,530,2022-06-27,223.17,Gas,Delta,NY
19075,4956,2022-06-23,433.25,Travel,Amazon,FL
19076,2467,2024-01-25,394.45,Dining,Shell,NC
19077,2242,2023-09-15,653.93,Gas,Target,AZ
19078,312,2023-10-06,104.91,Retail,Target,CA
19079,996,2022-01-31,444.78,Dining,Amazon,CA
19080,2524,2022-01-04,738.15,Gas,Uber,FL
19081,2632,2024-06-09,535.31,Dining,Walmart,NC
19082,264,2022-01-18,218.74,Groceries,Shell,AZ
19083,3853,2024-10-15,54.79,Gas,Target,NY
19084,21,2022-08-20,338.14,Dining,Delta,CA
19085,2525,2022-02-17,376.25,Retail,Delta,NY
19086,4645,2022-03-04,110.77,Gas,Uber,FL
19087,1197,2022-09-27,386.76,Online,Amazon,FL
19088,3134,2022-10-16,543.0,Online,Uber,TX
19089,206,2022-06-19,383.05,Dining,Amazon,CA
19090,1637,2024-06-14,185.19,Online,Delta,MA
19091,631,2023-09-16,766.93,Dining,Shell,CA
19092,2227,2022-04-09,96.39,Online,Uber,AZ
19093,2390,2024-06-01,488.66,Travel,Shell,CA
19094,4536,2023-11-14,584.77,Travel,Target,AZ
19095,1099,2023-11-28,219.56,Gas,Amazon,AZ
19096,290,2022-05-23,306.74,Retail,Amazon,TX
19097,2605,2022-11-02,351.84,Dining,Target,TX
19098,208,2023-01-07,519.35,Online,Delta,AZ
19099,3815,2023-07-29,412.29,Retail,Walmart,TX
19100,272,2023-08-05,157.03,Gas,Delta,AZ
19101,3679,2023-01-28,714.56,Travel,Target,NC
19102,415,2022-01-01,294.7,Travel,Target,MA
19103,3469,2023-12-29,309.17,Dining,Amazon,FL
19104,4480,2023-01-05,640.89,Retail,Uber,GA
19105,1285,2024-11-25,430.69,Travel,Delta,AZ
19106,4987,2022-08-30,188.95,Gas,Amazon,GA
19107,1663,2024-09-04,732.06,Gas,Walmart,TX
19108,4015,2024-08-20,645.12,Gas,Target,NC
19109,1042,2023-05-05,481.96,Groceries,Amazon,FL
19110,4091,2024-02-04,412.12,Dining,Shell,TX
19111,2295,2024-08-25,541.92,Travel,Shell,NY
19112,3714,2022-05-02,291.88,Groceries,Delta,WA
19113,2462,2023-08-17,556.81,Gas,Uber,NC
19114,1344,2024-09-23,35.44,Dining,Target,NY
19115,2763,2022-11-29,322.82,Groceries,Uber,AZ
19116,2229,2024-06-28,495.86,Travel,Shell,AZ
19117,3368,2023-12-15,499.01,Travel,Delta,NC
19118,944,2022-03-27,61.74,Online,Shell,FL
19119,4989,2024-02-16,577.1,Dining,Target,CA
19120,4157,2023-01-05,72.38,Online,Uber,WA
19121,4060,2022-12-03,593.96,Gas,Shell,GA
19122,166,2023-08-04,730.04,Travel,Shell,CA
19123,1906,2024-07-18,780.39,Gas,Target,AZ
19124,3057,2024-12-24,484.81,Online,Shell,AZ
19125,1324,2024-07-24,572.68,Travel,Walmart,TX
19126,4751,2023-01-27,190.89,Retail,Target,FL
19127,351,2022-01-06,302.73,Dining,Shell,NC
19128,2311,2023-03-14,14.71,Retail,Shell,NC
19129,3310,2022-05-26,639.38,Groceries,Target,AZ
19130,932,2024-10-11,553.21,Gas,Target,NC
19131,3839,2022-06-11,210.08,Gas,Target,CA
19132,1114,2023-07-17,394.63,Travel,Shell,FL
19133,2187,2024-10-14,584.08,Travel,Walmart,MA
19134,1990,2023-06-04,534.9,Online,Walmart,GA
19135,1386,2023-02-18,259.89,Gas,Target,WA
19136,3485,2024-04-05,298.95,Gas,Target,FL
19137,1117,2024-06-10,127.61,Gas,Delta,NY
19138,134,2022-11-13,114.41,Groceries,Delta,TX
19139,3952,2023-04-08,326.87,Gas,Delta,CA
19140,1228,2024-10-18,386.33,Online,Target,GA
19141,3110,2022-07-18,760.8,Gas,Delta,AZ
19142,2505,2023-02-24,406.82,Online,Amazon,TX
19143,3606,2024-05-19,155.86,Travel,Shell,FL
19144,1882,2023-02-07,139.54,Online,Walmart,MA
19145,4534,2022-01-18,279.48,Gas,Uber,WA
19146,680,2023-01-04,735.45,Dining,Target,CA
19147,2695,2023-10-22,636.11,Travel,Walmart,TX
19148,2670,2023-05-29,397.6,Retail,Walmart,NY
19149,1248,2022-01-30,764.85,Groceries,Uber,GA
19150,1192,2023-03-11,176.31,Groceries,Uber,CA
19151,1131,2022-02-16,350.46,Dining,Shell,WA
19152,1404,2022-10-26,5.82,Dining,Amazon,MA
19153,2072,2023-01-22,694.01,Travel,Amazon,GA
19154,1331,2024-05-28,130.48,Gas,Amazon,NC
19155,1382,2023-12-14,766.37,Travel,Shell,NY
19156,370,2023-04-01,408.21,Groceries,Uber,WA
19157,3795,2022-06-11,795.19,Travel,Delta,IL
19158,2491,2024-01-21,435.34,Gas,Shell,NY
19159,1177,2023-09-08,367.08,Gas,Target,NC
19160,376,2022-12-05,380.36,Retail,Walmart,NY
